source,target
C00003590,15578
C00003563,15579
C00001181,15584
C00000002,17052
C00000783,17056
C00000148,16053
C00026478,17362
C00018716,17371
C00017999,15871
C00000118,15874
C00002306,15884
C00002648,17189
C00001374,17191
C00000846,17211
C00000400,15628
C00007248,15633
C00019687,15638
C00007252,15641
C00001433,18139
C00019661,15784
C00006995,15789
C00026092,17129
C00019684,17140
C00029462,16135
C00019557,16141
C00027432,17458
C00003719,16226
C00002656,17594
C00000094,17660
C00000864,17695
C00030758,17700
C00001544,17213
C00007475,17232
C00002665,16204
C00026087,16233
C00019560,16236
C00001158,17541
C00003578,5364
C00000965,5368
C00003291,5375
C00001045,5380
C00007345,5395
C00001466,5400
C00001471,5405
C00002168,5497
C00026245,5497
C00002438,2110
C00001743,6429
C00002480,6450
C00002051,6507
C00006392,16631
C00000757,16691
C00019674,16704
C00007293,16710
C00001251,5660
C00002995,5676
C00003144,5678
C00001445,5687
C00024908,5690
C00001643,5690
C00028344,5690
C00001413,5712
C00002827,5715
C00002533,5718
C00002608,5722
C00003146,5727
C00000134,2365
C00003930,2382
C00027972,2414
C00001609,2414
C00002012,2471
C00001674,2488
C00001988,2492
C00001990,2494
C00000546,2504
C00002507,2506
C00002906,2508
C00002687,2516
C00002054,6703
C00001886,6705
C00003533,6713
C00003323,6726
C00002187,6735
C00002188,6738
C00001747,6740
C00002760,6877
C00007227,16927
C00007312,17001
C00019584,17012
C00007302,17025
C00000776,17069
C00007386,37736
C00003162,6530
C00001880,6535
C00002888,6540
C00001448,6542
C00002838,6554
C00001942,6557
C00001449,6559
C00002181,6564
C00000212,6567
C00002755,6575
C00001652,6587
C00003740,3086
C00000782,3088
C00001620,3097
C00002252,5960
C00003086,5967
C00002539,5970
C00002540,5972
C00002094,5977
C00027550,5980
C00003717,5987
C00000972,5994
C00001872,6000
C00002831,6002
C00002175,6008
C00002019,2813
C00001962,2815
C00002211,2820
C00003498,2822
C00001526,2825
C00027516,2825
C00002979,2827
C00003217,2829
C00001811,2842
C00003219,2850
C00003221,2852
C00003603,2867
C00002639,2870
C00003404,2872
C00017731,2880
C00001507,17939
C00007610,17957
C00019649,18041
C00007469,18051
C00000109,18086
C00002525,18088
C00010889,17304
C00000581,17377
C00003763,3375
C00001702,3382
C00003680,3426
C00001343,6198
C00007514,18534
C00002688,2518
C00001678,2524
C00003400,2527
C00001793,2529
C00001681,2531
C00002204,2547
C00002311,2551
C00003401,2565
C00007758,2672
C00001992,2680
C00000575,18293
C00001414,18295
C00007483,18297
C00003465,8116
C00002896,8198
C00003724,8203
C00003349,8205
C00002355,8207
C00003223,2933
C00003503,2936
C00000563,18227
C00001528,18230
C00002805,3685
C00001531,3692
C00002421,3701
C00002147,3703
C00003033,3706
C00001799,17390
C00002719,17417
C00025619,16387
C00024480,17699
C00001195,17710
C00018088,17711
C00002768,8393
C00003544,8414
C00003753,8416
C00001452,8423
C00001266,8475
C00026115,14027
C00002514,3908
C00003684,3942
C00003686,3944
C00003693,3952
C00002033,3954
C00001840,3956
C00027627,3961
C00007675,17484
C00002293,17486
C00001497,17489
C00001162,17505
C00002530,16470
C00001371,17780
C00030694,17781
C00007368,17791
C00007478,17805
C00000660,17818
C00007289,18144
C00008027,18149
C00007497,18150
C00001029,16514
C00014894,16535
C00002661,16536
C00007405,16540
C00001152,16551
C00004962,16557
C00000763,17717
C00016287,17721
C00007531,18072
C00019696,18075
C00019695,18077
C00000110,17545
C00003047,17580
C00000734,17582
C00007614,17582
C00001404,17902
C00019651,16647
C00001071,18152
C00000175,18153
C00007442,18160
C00007496,17642
C00029811,17987
C00000947,15600
C00002785,16866
C00003725,8691
C00001822,3148
C00027304,3148
C00000842,3151
C00001691,3154
C00001693,3156
C00003104,3159
C00001585,3161
C00008031,3163
C00002025,3202
C00002143,3204
C00001824,3211
C00000576,18358
C00000548,18365
C00003077,18370
C00007510,18372
C00007367,16653
C00030880,17935
C00019664,17947
C00000677,17948
C00001055,17965
C00007391,17973
C00002532,15649
C00003652,16933
C00023755,16933
C00007604,16946
C00002495,8920
C00001766,8922
C00003410,3429
C00002721,3432
C00002799,3446
C00002321,3451
C00001625,3453
C00002800,3455
C00001833,3458
C00003705,3460
C00002910,3462
C00003076,3465
C00001705,3470
C00001568,3475
C00001706,3477
C00002322,132335
C00003113,3531
C00001835,3533
C00002323,3536
C00007295,18425
C00001244,4489
C00001536,4491
C00002151,4512
C00003078,4517
C00002736,4559
C00002988,4573
C00002879,4582
C00003576,4629
C00002600,4645
C00003743,4652
C00001738,5741
C00003149,5805
C00000791,5810
C00001348,16349
C00001339,16399
C00003644,16422
C00001673,583
C00002717,613
C00003483,9205
C00003552,9210
C00002446,9213
C00003368,9227
C00001664,9234
C00001667,9238
C00002363,9243
C00001323,9246
C00001239,9261
C00003369,9276
C00000901,15208
C00002037,4289
C00002333,4311
C00003244,4314
C00002465,4353
C00002592,4361
C00001280,4366
C00003430,5512
C00003431,5514
C00002606,5517
C00001589,5519
C00002992,5522
C00003293,5527
C00003294,5529
C00003295,5532
C00002749,5534
C00003296,5536
C00003137,5539
C00002169,5541
C00003382,9906
C00001780,9911
C00003640,9913
C00001330,9916
C00001033,3719
C00017761,3734
C00002984,3740
C00001493,3747
C00003232,3768
C00002326,3804
C00002875,3806
C00002712,470
C00030143,4728
C00011153,4775
C00001717,4777
C00003255,4793
C00028244,4803
C00002773,9031
C00001455,9033
C00003017,9035
C00002725,16731
C00002292,16794
C00001160,16813
C00018630,14158
C00002579,9507
C00001920,9509
C00001670,9511
C00027494,9514
C00001922,9514
C00001010,9518
C00003302,5824
C00003303,5824
C00003304,5826
C00001644,5831
C00002997,5833
C00002010,10121
C00003495,10123
C00002272,10130
C00003512,3987
C00003123,4001
C00009558,4019
C00003243,4038
C00002811,4040
C00002812,4044
C00002506,73
C00027281,76
C00001807,76
C00001689,78
C00002546,99
C00000850,104
C00001914,112
C00027481,112
C00002071,114
C00010932,128
C00001039,5065
C00001938,5068
C00003772,5087
C00002428,5092
C00002162,5094
C00002744,5160
C00002824,5167
C00010597,6365
C00002223,6369
C00003628,6371
C00004534,1602
C00001307,4813
C00003257,4816
C00003259,4818
C00001720,4821
C00001723,4823
C00002397,4829
C00003260,4833
C00001851,4838
C00027353,4838
C00001855,4850
C00001725,4854
C00003265,4922
C00003267,4924
C00003269,4926
C00003272,4929
C00003274,4931
C00003275,4933
C00003279,4938
C00003745,4940
C00002086,4943
C00002048,6023
C00003309,6064
C00001873,6066
C00001375,6072
C00002176,6082
C00003445,6085
C00001874,6087
C00001648,6089
C00002049,6092
C00000701,6094
C00001060,6099
C00001573,6101
C00001543,6112
C00003000,6117
C00003181,10440
C00003189,10444
C00001535,17074
C00007501,17083
C00007477,17094
C00001883,17101
C00001295,9538
C00001775,9543
C00001985,9548
C00007499,15749
C00000770,15753
C00003088,15771
C00007662,15774
C00007239,15819
C00007471,15836
C00007583,15842
C00012601,15861
C00001019,15932
C00007385,15961
C00001208,17418
C00007498,17482
C00002499,17488
C00007264,15511
C00007281,15518
C00003160,6381
C00003450,6386
C00001876,6389
C00028454,6389
C00001877,6391
C00002178,6404
C00002050,6409
C00002479,6411
C00020637,6417
C00008992,6417
C00007562,17158
C00023744,17168
C00001131,17173
C00001917,17183
C00024663,17183
C00007672,17520
C00001418,16881
C00007493,16886
C00000764,16894
C00001165,16899
C00007316,16900
C00000758,15830
C00002652,15834
C00000845,17447
C00001548,17249
C00021799,17251
C00019281,17256
C00003663,17263
C00027673,15716
C00000366,15720
C00007404,15725
C00018127,15738
C00007492,15745
C00001435,15760
C00007447,15763
C00001357,15765
C00019633,15769
C00001110,16954
C00007244,16955
C00003675,17347
C00001224,17351
C00001399,15851
C00002193,15854
C00007265,15859
C00000572,16159
C00002670,16164
C00003148,709
C00016800,724
C00004960,17875
C00000305,17919
C00001173,17924
C00002219,1996
C00002422,2007
C00007407,17270
C00002657,17597
C00007542,17600
C00001986,9922
C00002202,9936
C00005099,9941
C00002269,9947
C00002783,132853
C00003385,9960
C00003387,9962
C00003390,9967
C00002368,9969
C00001786,10015
C00001175,10017
C00001788,10019
C00002585,10037
C00001987,10039
C00002634,10044
C00001653,6590
C00001945,6592
C00001948,6597
C00001575,6600
C00011201,6604
C00002612,6644
C00001745,6646
C00002434,6656
C00001227,6673
C00002840,6689
C00003452,6696
C00007615,15899
C00019685,15905
C00018437,15906
C00024667,15920
C00019434,15925
C00000219,15929
C00004631,16243
C00000257,17678
C00030410,17687
C00011617,10225
C00003744,10274
C00001721,10276
C00024459,6941
C00001596,6946
C00001598,6948
C00001752,6957
C00003333,6962
C00003089,6988
C00003456,6990
C00003611,3555
C00001935,3560
C00001274,2015
C00002655,2022
C00003781,7540
C00018750,7569
C00002060,7579
C00003338,7600
C00002726,1728
C00007451,18283
C00007417,18300
C00026453,18344
C00026494,18344
C00001424,18357
C00023776,18364
C00008991,11412
C00007235,11412
C00002418,3248
C00001696,3287
C00002716,3293
C00001698,3322
C00002420,3368
C00002297,7631
C00000599,7639
C00002006,7658
C00002921,10550
C00001963,2983
C00002140,2985
C00002212,2990
C00000325,2996
C00001562,3005
C00002279,3007
C00001817,3063
C00018078,3070
C00002967,6995
C00002844,7000
C00007403,18183
C00001397,18186
C00001058,18200
C00004767,18215
C00004988,2160
C00001540,2195
C00000950,2246
C00002803,2256
C00000971,2267
C00004011,2305
C00003247,2313
C00002841,2336
C00001659,7807
C00001079,7854
C00002231,7905
C00001969,3569
C00001707,3576
C00003707,3578
C00002457,3580
C00002911,3583
C00002802,3595
C00002007,7909
C00003584,7932
C00003344,7938
C00010645,7941
C00003346,7943
C00002191,7949
C00026252,7949
C00002078,2697
C00002207,2699
C00002313,2701
C00002273,2706
C00002314,2708
C00003211,2723
C00001685,2725
C00002508,2727
C00003212,2733
C00002274,2735
C00002134,2738
C00002275,2780
C00002136,2803
C00003213,2805
C00002451,2808
C00003215,2810
C00000270,7453
C00002613,7505
C00001893,7509
C00003720,7512
C00000185,27173
C00000353,23292
C00007674,25979
C00029674,22469
C00001504,27407
C00000978,27409
C00019056,27430
C00007247,27432
C00003634,27481
C00025652,27482
C00027647,27482
C00001582,27483
C00003157,27493
C00003655,27495
C00018668,27504
C00002503,27510
C00003610,27511
C00007622,18697
C00007273,20747
C00000911,15948
C00025812,15950
C00007936,17276
C00007597,17279
C00002462,17313
C00002897,17323
C00001144,17332
C00007262,20000
C00018319,25461
C00001170,27371
C00001781,27375
C00000186,26863
C00029202,28051
C00030878,28054
C00002376,28064
C00000934,28068
C00001046,28086
C00002526,28088
C00006616,28090
C00003028,28093
C00003777,27448
C00007274,20710
C00000967,27400
C00000199,20712
C00000997,27566
C00001363,27570
C00000964,27587
C00002935,27589
C00002057,18723
C00002849,27598
C00001139,27603
C00000155,27607
C00003615,27614
C00000297,27616
C00003660,27620
C00019579,27625
C00002685,27632
C00007487,27633
C00001252,27640
C00000181,23051
C00007275,23057
C00007926,27655
C00002145,27656
C00003612,27663
C00008703,27669
C00001112,27672
C00007495,27676
C00008977,27686
C00019349,27688
C00003766,27705
C00003669,27709
C00000001,27717
C00030246,24012
C00001132,27520
C00001147,27522
C00022807,27533
C00002650,24233
C00015218,27461
C00003057,27474
C00006652,27475
C00001712,27478
C00009383,27479
C00003780,25501
C00026981,27539
C00030760,27542
C00024693,27543
C00000931,27547
C00000973,27552
C00018692,28098
C00000991,28103
C00018095,28354
C00003365,28356
C00000806,28359
C00003602,28373
C00002851,28377
C00001121,28393
C00000900,30037
C00007277,20714
C00007521,20716
C00007278,20717
C00007271,19812
C00001337,16865
C00003521,30853
C00024433,32074
C00018726,32079
C00005409,32082
C00017940,32086
C00018584,32155
C00001196,30775
C00002647,30778
C00028008,31683
C00000210,30913
C00019663,30918
C00000801,30935
C00000876,30939
C00001383,29063
C00002996,8
C00024655,31917
C00029148,32266
C00003037,299
C00010309,368
C00001293,28801
C00010885,10782
C00000868,30232
C00018738,3139
C00000004,32902
C00001260,7613
C00000008,28861
C00019355,28862
C00001223,28866
C00001228,28875
C00000345,29735
C00000349,29736
C00000899,29739
C00030152,28878
C00000760,28890
C00007464,16208
C00004632,16860
C00007605,30249
C00003653,27865
C00002695,27769
C00003163,27774
C00001732,27776
C00002398,27779
C00001229,27781
C00000905,27787
C00007450,29112
C00001426,18397
C00002775,27949
C00001757,27953
C00030644,27836
C00002028,27860
C00001370,18240
C00000754,30314
C00002381,28106
C00002569,8898
C00001199,30531
C00002658,17637
C00006778,32115
C00018470,32119
C00000614,17745
C00002698,28032
C00024438,32185
C00017936,32200
C00003780,32446
C00007484,17816
C00007361,31136
C00022813,32549
C00003377,9724
C00001250,5659
C00030099,31457
C00030804,31457
C00015999,31461
C00006698,31463
C00029172,32277
C00017825,32279
C00017826,32280
C00017830,32281
C00024623,31389
C00024635,31390
C00024385,31391
C00024372,31391
C00028042,31391
C00003182,10330
C00001119,28061
C00002807,3688
C00009535,16035
C00001934,3430
C00001832,3447
C00002456,3572
C00000855,29452
C00000438,29457
C00024382,31436
C00024384,31437
C00018805,31639
C00001510,28177
C00018690,28185
C00002814,4544
C00003251,4574
C00002220,4605
C00003042,4632
C00026095,18285
C00000422,15629
C00007621,16840
C00002705,7891
C00002353,7902
C00018659,29665
C00018708,29668
C00015907,29669
C00000753,29693
C00000333,29694
C00003524,5579
C00002171,5618
C00003714,5627
C00002088,5641
C00001253,5658
C00003560,10092
C00003188,10332
C00001116,10368
C00001952,10435
C00027934,10435
C00001763,28487
C00007374,16645
C00001269,28409
C00001265,28897
C00000301,28906
C00000789,28915
C00000999,28927
C00002450,28928
C00003599,28930
C00019350,28931
C00000398,28932
C00002502,28329
C00002828,28649
C00001226,28661
C00002941,28678
C00007523,30109
C00007627,16257
C00003040,28768
C00001222,28771
C00000977,28777
C00001429,28790
C00017622,29556
C00000336,29565
C00001407,28969
C00001770,28973
C00025213,28973
C00000871,28987
C00001124,28994
C00003053,28996
C00000425,34126
C00007474,33574
C00001194,1438
C00003664,28688
C00000984,28705
C00008295,28709
C00001217,28792
C00000752,29657
C00017648,31877
C00001739,715
C00002131,2438
C00001796,2536
C00002448,2599
C00004283,31788
C00024405,31789
C00018096,31808
C00030767,31832
C00007502,864
C00000150,32978
C00029471,32980
C00024391,31662
C00024425,31662
C00024370,31667
C00024392,31667
C00024659,31679
C00002529,5369
C00002607,5535
C00003580,5633
C00002251,5886
C00003437,5920
C00003155,6070
C00002833,6137
C00002097,6382
C00002931,6658
C00001749,6778
C00001423,7035
C00007409,30742
C00024413,31896
C00025312,31733
C00018736,31739
C00005137,31742
C00018813,31751
C00025315,31754
C00018062,32022
C00001299,10045
C00026817,31019
C00027638,31020
C00027777,31022
C00024626,31022
C00028351,31025
C00008805,31028
C00028793,31958
C00006755,31965
C00006767,31966
C00006630,31967
C00006639,31968
C00006722,31985
C00007376,27888
C00001396,27897
C00000012,30088
C00010604,30632
C00001290,671
C00001629,754
C00017655,32045
C00018209,32068
C00001211,28941
C00001509,28946
C00001857,28954
C00007380,27956
C00019558,27957
C00002285,27958
C00000136,27961
C00003642,27984
C00003047,28
C00001905,42
C00002574,118
C00001277,3695
C00001159,3767
C00003233,3850
C00003418,3902
C00002515,3917
C00001496,3927
C00003691,3950
C00001405,4109
C00019572,4188
C00003742,4313
C00001035,4327
C00000180,27722
C00003106,27723
C00000945,27725
C00001492,27732
C00001316,27733
C00002621,27901
C00007412,27904
C00001129,27907
C00025564,27920
C00002034,27920
C00001235,28194
C00009380,28197
C00003170,28205
C00000423,28209
C00002377,28215
C00003649,29012
C00001495,29014
C00030829,29019
C00003036,29020
C00000092,29022
C00001737,28121
C00000916,1159
C00017528,4726
C00001714,4740
C00001715,4751
C00003262,4835
C00002472,4853
C00001727,4948
C00001856,4967
C00003284,4982
C00002087,5187
C00003288,5240
C00002991,5276
C00003767,27793
C00003630,27799
C00002788,2579
C00001933,2744
C00002793,2812
C00000239,2849
C00003027,2866
C00002690,2883
C00002452,2905
C00002023,2931
C00017923,3010
C00002640,3104
C00016052,28001
C00002226,28012
C00004724,28018
C00002796,28268
C00003624,28271
C00000176,28277
C00003108,28283
C00000825,15402
C00002436,2108
C00003300,2294
C00008024,5731
C00001590,5767
C00003084,5954
C00003718,5988
C00001054,6006
C00002095,6024
C00010890,6041
C00002753,6054
C00002928,6065
C00001980,6083
C00000975,6118
C00001344,6199
C00002133,2734
C00002794,2823
C00002021,2900
C00006941,3237
C00003107,3355
C00001304,3586
C00003254,4790
C00002601,4914
C00002501,28126
C00019357,28131
C00003667,28135
C00026521,28136
C00003616,28143
C00002885,28152
C00001735,28172
C00001242,28411
C00000960,28412
C00003765,28425
C00002374,28426
C00000938,28429
C00003573,28431
C00020091,28436
C00001826,3300
C00002214,3331
C00002215,3341
C00002319,3350
C00003005,6895
C00002484,6929
C00002228,7021
C00003779,7037
C00003582,7730
C00002767,8256
C00016803,8352
C00003726,8692
C00001096,9024
C00010709,9403
C00003372,9441
C00024363,31222
C00004157,31227
C00018739,31230
C00002741,4918
C00026136,16512
C00024636,17031
C00001821,17031
C00001610,2429
C00002880,28571
C00001762,28572
C00026411,28582
C00029459,28591
C00002654,28591
C00001237,28592
C00006208,28596
C00007626,28599
C00024361,31154
C00024387,31154
C00007236,31157
C00025556,31167
C00025551,31170
C00017707,31178
C00000580,32374
C00000152,32374
C00024351,31045
C00018343,31057
C00002847,7635
C00002711,469
C00000424,34144
C00000424,34146
C00024355,31120
C00029260,32310
C00007441,28602
C00002632,28603
C00003656,28604
C00003647,28623
C00001249,28627
C00028347,34792
C00018710,34812
C00018742,34814
C00018743,34815
C00018744,34816
C00018746,34818
C00018747,34819
C00008808,33992
C00001631,4380
C00028162,4394
C00003246,4409
C00003249,4443
C00003345,7939
C00003169,8030
C00002106,8039
C00002299,8186
C00002707,8199
C00002561,8251
C00003351,8267
C00002636,28235
C00001263,28243
C00003363,9023
C00001767,9036
C00003185,9084
C00001958,9121
C00002262,9188
C00001401,30753
C00001975,5315
C00002649,5325
C00003134,5337
C00001044,5353
C00018183,5387
C00003713,5461
C00003800,29503
C00000869,29509
C00018269,29515
C00000339,29516
C00016540,29540
C00018117,34828
C00013593,1184
C00001359,28300
C00002031,28322
C00007511,28323
C00002300,8607
C00003313,6380
C00003316,6459
C00002052,6508
C00002544,6543
C00002180,6563
C00001067,6579
C00001576,6601
C00001545,6628
C00002779,9220
C00001665,9235
C00003018,9294
C00003489,9420
C00002238,9524
C00001776,9644
C00002076,9691
C00001115,28816
C00001248,28817
C00001209,28822
C00023774,28824
C00003674,28824
C00002236,28827
C00030117,28834
C00001231,28837
C00003776,28838
C00003639,28841
C00001238,28842
C00000583,28853
C00018031,28460
C00001679,28462
C00024294,28462
C00024452,28463
C00024465,28463
C00002934,28472
C00002724,16112
C00007299,18132
C00002111,8867
C00001092,8876
C00002197,8918
C00002058,7564
C00001894,7578
C00003167,7599
C00002309,7670
C00003557,9771
C00000310,9963
C00001785,10014
C00003522,29807
C00020635,17529
C00001240,28727
C00001126,28729
C00000019,28731
C00000926,27740
C00000020,27742
C00001364,27747
C00001308,27750
C00001846,27751
C00004685,27767
C00001213,30813
C00024346,17400
C00024300,17400
C00019688,15682
C00001117,28645
C00001115,27806
C00003056,27815
C00004647,27825
C00003636,27831
C00001188,30887
C00007595,16488
C00007292,16493
C00003141,5648
C00000217,5776
C00002830,5842
C00024344,5979
C00002430,5992
C00002174,6001
C00003308,6029
C00002478,6056
C00003156,6095
C00002432,6134
C00002425,4719
C00003516,4747
C00003256,4815
C00003666,28485
C00003462,781
C00002424,860
C00000135,36773
C00019634,16880
C00003158,6348
C00010590,6362
C00003629,6372
C00002224,6410
C00001651,6475
C00002839,6555
C00001574,6599
C00002184,6630
C00020647,6674
C00002890,6693
C00002186,6734
C00003491,37537
C00002740,4867
C00001134,36217
C00006614,27843
C00004963,28167
C00001326,37419
C00002470,192
C00002948,1406
C00002983,1458
C00003712,5372
C00002882,5382
C00002680,9781
C00000805,36740
C00002074,35280
C00003787,35288
C00003760,27867
C00001133,28554
C00029961,35697
C00000170,35697
C00001787,10016
C00029828,16990
C00002376,16726
C00005382,28529
C00008852,28117
C00026381,28362
C00000854,27934
C00001017,16778
C00002528,27514
C00004266,27994
C00000998,28327
C00001442,27826
C00001454,27761
C00002853,35796
C00001068,28314
C00003502,27408
C00022893,35328
C00000970,28775
C00000930,35330
C00022854,35331
C00001475,5409
C00010902,36492
C00027919,34554
C00002832,1177
C00027472,8589
C00002855,8605
C00003670,8629
C00001699,3323
C00003507,3338
C00003409,3352
C00001565,3383
C00003679,3425
C00000156,3440
C00002146,3452
C00001968,3519
C00003020,901
C00001902,8038
C00000989,8048
C00002850,8185
C00003173,8216
C00003601,10214
C00003241,10226
C00002700,10285
C00002114,9105
C00018213,15667
C00001206,15674
C00003682,3940
C00002148,3964
C00001760,8689
C00001391,8734
C00003421,2296
C00004990,2303
C00003496,2364
C00001960,2374
C00001930,2433
C00003399,2451
C00003063,10578
C00001153,9859
C00001432,15746
C00019351,15754
C00001154,28586
C00003187,9136
C00001138,9176
C00003643,2528
C00012893,2540
C00002312,2552
C00000820,37047
C00001800,2610
C00002077,2617
C00001993,2681
C00002635,2696
C00002132,2730
C00002209,2767
C00003214,2809
C00001810,2826
C00003499,2856
C00003072,2881
C00003501,2898
C00002942,2908
C00002589,2932
C00003698,2942
C00002141,2986
C00002871,2997
C00002278,3006
C00003741,3087
C00000880,28151
C00003074,3158
C00003646,3168
C00002281,3194
C00003606,3199
C00002144,3214
C00007391,37480
C00007448,4222
C00002815,28677
C00002697,5769
C00001257,6854
C00007384,7091
C00018369,34950
C00003622,28503
C00007290,28518
C00000976,28521
C00005413,28527
C00001168,28548
C00002723,3594
C00002874,3629
C00019574,28723
C00002962,6682
C00003321,6699
C00028253,29579
C00000015,29590
C00000036,29595
C00000051,29599
C00007360,29611
C00016928,29566
C00000014,29588
C00000037,29596
C00024284,29691
C00026059,29691
C00001843,4319
C00002464,4352
C00019690,35128
C00002190,7687
C00003536,7736
C00002103,7804
C00002893,7870
C00001516,37415
C00001441,4373
C00004704,3689
C00002913,3702
C00002029,3805
C00002243,27965
C00003511,3826
C00001838,3889
C00019676,37515
C00001338,6329
C00000994,8234
C00003095,8274
C00003353,8284
C00002667,8333
C00002359,8339
C00002563,8359
C00003476,8390
C00007393,37023
C00003425,4941
C00000640,23
C00003090,33
C00001888,38
C00002520,65
C00002047,93
C00001761,110
C00002366,120
C00010947,166
C00003325,6914
C00003327,6921
C00003331,6928
C00001751,6956
C00002352,7039
C00003058,8900
C00002070,8916
C00003548,8996
C00000276,5606
C00028334,5619
C00002044,5628
C00003774,5636
C00007606,371
C00000827,35596
C00003266,4923
C00003276,4934
C00002949,4946
C00029364,4946
C00001288,282
C00003487,9377
C00001669,9392
C00003757,9401
C00008743,9416
C00003490,9456
C00003373,9498
C00003555,9510
C00002676,9522
C00019628,9533
C00001297,9662
C00001298,9699
C00003596,9718
C00001578,7487
C00001658,7657
C00002079,7666
C00002440,35606
C00000803,15383
C00003799,34359
C00018673,34638
C00018116,34652
C00001189,28484
C00000870,29510
C00023799,34734
C00009707,34741
C00001325,7879
C00003094,7888
C00003168,7940
C00030830,35986
C00010870,36999
C00007598,35266
C00008126,34483
C00000420,34495
C00000393,34498
C00016901,34524
C00016902,34525
C00019348,36466
C00002307,9923
C00003389,9966
C00001515,9976
C00003559,9996
C00002447,10002
C00001459,10018
C00003394,10058
C00003024,10089
C00001456,9034
C00003097,9046
C00003367,9060
C00003280,708
C00002728,16547
C00003198,10339
C00003110,10357
C00002394,10361
C00010891,15399
C00000815,15406
C00007466,15412
C00000877,15419
C00007270,15467
C00001118,2179
C00001350,16934
C00007410,16997
C00002467,4513
C00003250,4566
C00002468,4583
C00003423,4661
C00003114,3573
C00007287,15811
C00007512,15999
C00027319,3540
C00002324,3540
C00002696,5060
C00002161,5093
C00002923,5270
C00002952,5313
C00007415,16168
C00001155,16177
C00019570,16288
C00000554,16368
C00004721,16400
C00007231,16436
C00007516,36799
C00003132,16619
C00001142,28053
C00001195,28880
C00030105,34668
C00007232,25863
C00000334,36096
C00007268,17407
C00000907,17407
C00001022,2979
C00007321,33203
C00007338,17530
C00001215,28364
C00000408,28364
C00023582,34907
C00010301,98
C00002348,6566
C00002261,28374
C00007561,17150
C00001219,39567
C00019630,38342
C00007459,17981
C00004692,18016
C00002933,18082
C00007533,18112
C00000778,18165
C00023634,18171
C00007365,18185
C00001031,3690
C00003117,3711
C00003567,3862
C00002914,3883
C00003689,3947
C00003614,4351
C00001279,4364
C00001813,28780
C00007465,28785
C00002460,28794
C00007505,28803
C00000735,28855
C00030100,28903
C00018724,28945
C00001977,28981
C00007506,18335
C00027111,18363
C00007241,18374
C00002230,106
C00011607,125
C00003710,5370
C00002816,4633
C00003620,4669
C00001675,2502
C00003696,2521
C00001931,2741
C00027867,2741
C00003604,2878
C00002081,2928
C00004633,2945
C00003504,2961
C00003506,2999
C00001711,3253
C00003608,3299
C00001836,3546
C00003361,8856
C00002708,8899
C00003588,8915
C00000034,29593
C00000009,29605
C00009382,29608
C00017728,29619
C00017629,29676
C00001572,5724
C00001645,5858
C00002000,5933
C00001870,5996
C00007440,692
C00016801,720
C00002643,146
C00002287,3868
C00003253,4770
C00001077,7642
C00001925,9597
C00000547,40303
C00000958,4806
C00002989,4919
C00002427,4936
C00002603,4976
C00002030,10561
C00001443,10626
C00000968,28230
C00027467,28241
C00001899,28241
C00002487,28368
C00002101,6980
C00007377,37737
C00002571,9045
C00003481,9135
C00003486,9290
C00002237,9438
C00003375,9516
C00018807,9555
C00003786,9638
C00001395,9690
C00002583,9971
