source,target
C00001607,10025
C00002370,10116
C00003115,10220
C00002406,10328
C00002616,10437
C00001539,27470
C00002573,27494
C00001174,37600
C00003466,28366
C00003031,39100
C00024436,32117
C00017937,32202
C00006217,32298
C00007240,32304
C00007339,17381
C00029058,17559
C00007599,30907
C00019650,17617
C00002743,17620
C00019543,17666
C00025632,17772
C00000761,17905
C00027600,31027
C00027784,31027
C00024353,31086
C00006775,31121
C00007532,31132
C00001854,27795
C00002671,27810
C00001241,38300
C00000487,32807
C00007331,29589
C00010564,5301
C00002651,5354
C00003538,37658
C00007929,28523
C00010117,28556
C00002542,28620
C00004677,8695
C00018064,10696
C00001369,27429
C00000053,27433
C00015234,34349
C00001354,27940
C00000029,28040
C00024647,17209
C00001847,17209
C00007443,17380
C00019692,17596
C00007607,18032
C00000304,18091
C00000799,18124
C00007389,18205
C00019691,43468
C00001230,44247
C00002280,41001
C00001202,41865
C00002518,42202
C00004579,42567
C00001040,42491
C00007423,42504
C00001570,42944
C00017972,45353
C00007422,45919
C00001247,45758
C00019629,90364
C00001346,41401
C00002096,6080
C00000719,6097
C00002999,6115
C00001335,6173
C00002405,7018
C00001600,7032
C00001538,37573
C00008818,42255
C00002900,1736
C00003782,7623
C00002848,7716
C00002387,133365
C00000990,8113
C00003472,8266
C00001904,8303
C00002068,8603
C00002441,8623
C00001236,8638
C00001425,44715
C00029420,44369
C00002837,44401
C00002866,46245
C00000918,40968
C00000555,42223
C00029536,40813
C00001113,40886
C00003416,42471
C00007309,44747
C00000743,44788
C00018782,45257
C00002903,45713
C00027872,45367
C00002365,45863
C00001128,42606
C00007455,42660
C00009677,43129
C00007326,48991
C00006973,48967
C00000737,48968
C00001368,47815
C00019580,47987
C00030512,49662
C00018686,50694
C00009384,50399
C00007676,50703
C00002485,132623
C00000610,50305
C00019578,46143
C00018099,50205
C00007637,46971
C00002663,49000
C00013224,46702
C00007242,49263
C00007476,50260
C00007647,50261
C00007646,50262
C00029834,49164
C00007559,50037
C00000883,50061
C00007272,50586
C00007594,50710
C00007652,50713
C00007649,50714
C00007508,47904
C00007307,48066
C00019660,48517
C00003133,48635
C00029528,49584
C00012454,49292
C00002770,50371
C00007572,49310
C00000816,50025
C00003049,50542
C00000620,50545
C00002046,46750
C00003428,46762
C00007472,48153
C00002735,48400
C00003526,46707
C00001550,46905
C00000908,48861
C00001123,47953
C00008342,48026
C00001117,48095
C00007226,51793
C00007677,50704
C00007565,50616
C00017127,50845
C00007325,46570
C00029979,48707
C00023617,48209
C00001161,48299
C00018091,48947
C00000571,48948
C00001353,48950
C00002053,48723
C00007364,47771
C00007363,47772
C00002842,65842
C00002531,52127
C00017520,52026
C00030498,52023
C00000797,52136
C00002943,3008
C00003728,67309
C00000651,67347
C00003415,67461
C00004636,67492
C00003731,66486
C00009688,50118
C00002845,48202
C00002778,64557
C00002549,66703
C00009685,52086
C00002325,64977
C00023664,64983
C00023663,64983
C00001284,66722
C00000919,17579
C00023672,52289
C00016684,65619
C00002975,65478
C00007375,50602
C00024643,17789
C00000127,62724
C00000128,62725
C00023134,62743
C00002591,65684
C00007261,52972
C00007456,15700
C00019554,68507
C00019345,68678
C00007596,16026
C00002692,4316
C00002343,5720
C00003048,78334
C00001889,17303
C00007609,16629
C00001538,16603
C00023743,17737
C00001255,28415
C00007490,16508
C00001123,28860
C00002777,16353
C00008239,67897
C00004635,6052
C00001034,3960
C00007994,28150
C00003520,67987
C00003795,9426
C00001104,9395
C00002683,18346
C00029531,18346
C00001439,2748
C00002537,68051
C00006615,8893
C00003575,74023
C00002255,67712
C00003519,67986
C00013592,16546
C00002225,28193
C00005226,8878
C00003565,2938
C00005165,31743
C00005208,31744
C00004634,74992
C00002762,68234
C00002895,28814
C00016021,2376
C00024446,68310
C00024429,68312
C00002674,68329
C00005373,68352
C00003298,5635
C00019282,17622
C00016023,65716
C00003702,68931
C00009453,70031
C00001764,70069
C00005730,70082
C00007569,18407
C00001830,68991
C00002863,34974
C00003676,69120
C00018105,73481
C00001283,69236
C00007468,15676
C00003397,10103
C00003592,28933
C00003677,10041
C00000969,74960
C00019659,15757
C00007379,15757
C00003023,70327
C00002714,70353
C00003470,70576
C00002554,69437
C00001756,69444
C00002641,69478
C00003826,5326
C00004646,70007
C00002482,69990
C00002513,70034
C00002512,70036
C00005138,30200
C00002014,2670
C00003218,69335
C00003196,69621
C00002577,9429
C00002576,9428
C00002737,70453
C00001680,70499
C00000108,16031
C00001549,15805
C00019638,16298
C00003467,17327
C00003350,8206
C00002633,69669
C00002509,3081
C00002524,5018
C00006118,5304
C00002534,5730
C00003482,70548
C00003435,70549
C00003750,69744
C00010137,5963
C00001878,70649
C00001259,16482
C00002713,35616
C00002862,69533
C00003073,69796
C00003075,69797
C00006229,69814
C00002490,69830
C00002488,69832
C00003528,69370
C00001753,69934
C00025214,9479
C00002020,2814
C00000613,64555
C00003770,65244
C00007266,16136
C00001193,30794
C00019173,73030
C00002391,2543
C00024000,74926
C00003492,9603
C00002917,75633
C00008764,2929
C00000946,3244
C00001026,3613
C00013595,3718
C00008768,4536
C00004362,4631
C00006188,7500
C00003208,2542
C00027138,4393
C00000954,2156
C00001005,9199
C00002543,6521
C00002557,7910
C00000853,17221
C00003632,7522
C00001076,7602
C00006382,7513
C00000986,7502
C00001349,3875
C00006735,31799
C00003518,77148
C00003029,3830
C00000988,7729
C00001355,16457
C00001367,5757
C00000923,62505
C00002615,10324
C00000112,28238
C00000602,67246
C00002277,78734
C00003438,66075
C00001201,17521
C00007301,17775
C00003209,2620
C00002015,74
C00001708,87
C00003038,10360
C00000844,10360
C00007504,16410
C00002870,2899
C00006619,5728
C00003794,75095
C00000093,17874
C00007470,30837
C00000873,2766
C00000024,32906
C00002461,3907
C00000564,34848
C00007557,25618
C00029643,28918
C00002063,28747
C00008594,2213
C00000952,2244
C00001906,16415
C00003841,34357
C00008029,6694
C00002566,8616
C00000955,4714
C00002804,3682
C00000601,66470
C00002195,8883
C00003426,78274
C00003459,743
C00003206,2439
C00003690,3948
C00007351,73200
C00001145,16634
C00002619,75251
C00003607,3201
C00002789,2607
C00003067,78315
C00003039,28671
C00003374,9499
C00007630,64361
C00023770,27693
C00003672,27693
C00018680,8417
C00001015,2631
C00000894,9053
C00011400,16310
C00000834,488
C00007396,15652
C00017921,75244
C00002065,28821
C00002491,8034
C00001402,3210
C00000107,17566
C00010979,64213
C00002560,109
C00002963,67547
C00002689,2781
C00001581,2621
C00018188,2624
C00001684,2625
C00001261,32948
C00007463,16582
C00002382,5989
C00022822,62474
C00003006,70148
C00000116,33070
C00016927,9200
C00017595,8351
C00001403,18127
C00002500,16065
C00001564,70240
C00002704,69581
C00002597,4429
C00018905,64649
C00018906,64650
C00016733,64650
C00003651,16688
C00002798,3096
C00007507,17515
C00001043,75718
C00002846,28849
C00002950,67521
C00003525,5580
C00001577,70169
C00016361,69052
C00000300,69040
C00002496,69039
C00002672,17814
C00019583,63153
C00001508,17802
C00001430,9171
C00001900,68994
C00000995,66773
C00002981,69499
C00018283,63207
C00000992,28157
C00000909,62466
C00007537,76072
C00017818,29505
C00002693,69446
C00003424,70378
C00002249,5193
C00002286,3802
C00027607,31919
C00024414,31919
C00028390,31723
C00007611,31134
C00018679,32289
C00025922,34802
C00028430,80014
C00017555,80015
C00018774,80017
C00018282,80018
C00018488,80019
C00017560,80020
C00016853,80023
C00018019,80025
C00028252,80029
C00015653,80034
C00015654,80035
C00015655,80036
C00015656,80037
C00017683,80042
C00018695,80051
C00016576,80057
C00028807,80063
C00028809,80064
C00028808,80065
C00016893,80070
C00016029,80081
C00018097,80083
C00018471,80084
C00018701,80085
C00017659,87399
C00007524,80094
C00007527,80097
C00007522,20760
C00015180,80125
C00022847,80133
C00022845,80134
C00022848,80135
C00022852,80148
C00022894,80149
C00022891,80150
C00022898,80154
C00000927,138077
C00018745,34817
C00022902,80162
C00022806,80166
C00022819,80167
C00022820,80168
C00022851,80169
C00023026,80184
C00022816,80196
C00000929,80216
C00000917,80217
C00002771,8994
C00002454,65552
C00002378,3978
C00023013,64792
C00023064,64793
C00009413,80369
C00010089,80373
C00010083,80389
C00010183,80390
C00010184,80391
C00019387,80392
C00000649,80393
C00009539,80394
C00000650,80395
C00019473,80396
C00022999,80414
C00023065,80415
C00022996,80416
C00022906,80419
C00023214,80427
C00006824,80435
C00006705,80439
C00006708,80441
C00002955,5973
C00002956,5982
C00001334,28825
C00002957,6017
C00003070,2622
C00009389,17793
C00022804,80461
C00014820,80468
C00006756,80475
C00006801,80476
C00006933,80484
C00006974,80485
C00007881,80486
C00020071,80488
C00008731,80490
C00008144,80491
C00007603,80493
C00007556,80498
C00000095,20833
C00007397,80544
C00004763,31763
C00004956,17730
C00005374,17558
C00000773,80587
C00000772,80591
C00000768,80592
C00026361,80682
C00001875,76105
C00000957,76125
C00007519,72330
C00007518,72331
C00014039,75435
C00000405,32389
C00006224,75439
C00018395,80701
C00026163,80702
C00026164,80703
C00010724,80704
C00023619,80705
C00023618,80706
C00018763,80712
C00011651,80719
C00011445,80721
C00000567,80725
C00024781,80727
C00000367,80730
C00030923,80732
C00008662,80744
C00010581,80745
C00029041,80765
C00016806,80777
C00016807,80778
C00003969,79466
C00003977,79477
C00013301,79509
C00000248,80847
C00021647,80856
C00000215,80923
C00010394,80928
C00010392,80929
C00010402,80930
C00010454,80931
C00010453,80932
C00010457,80933
C00010464,80934
C00010463,80935
C00010462,80936
C00011654,80937
C00011692,80938
C00011941,80939
C00026548,80956
C00007418,80959
C00007648,80965
C00007644,80966
C00007645,80968
C00007643,80971
C00007653,80972
C00007654,80974
C00007650,80975
C00008277,79542
C00007651,80977
C00003683,3941
C00003685,3943
C00000932,63067
C00007535,16424
C00007324,62881
C00003883,79628
C00008234,79637
C00029335,64280
C00001380,73169
C00018876,79730
C00002868,18067
C00002489,69833
C00000100,16411
C00001551,16709
C00000114,17890
C00001184,17859
C00007388,17464
C00023903,29013
C00019657,30933
C00002578,9442
C00002291,4743
C00019356,16192
C00003778,6602
C00003657,16521
C00007285,17138
C00000403,34154
C00019680,15504
C00004624,75092
C00002586,10038
C00007366,18145
C00003535,77149
C00003879,35047
C00006230,9992
C00003931,9582
C00019555,70765
C00000096,71693
C00001171,15963
C00002645,17847
C00000044,28211
C00002745,5196
C00010937,149
C00002590,3737
C00029547,412516
C00001718,4819
C00006184,3421
C00003527,5634
C00001254,5672
C00002951,5279
C00004562,75107
C00001736,5623
C00007286,17050
C00007381,16675
C00005956,32080
C00005446,32083
C00002920,4916
C00007540,16566
C00002396,961
C00001149,1230
C00028131,4331
C00001845,4331
C00001794,2534
C00001795,2535
C00002439,8368
C00008046,66905
C00000804,9577
C00003064,9577
C00001710,3930
C00002043,5576
C00001409,15407
C00001616,2909
C00004680,75164
C00003050,15421
C00025193,16060
C00001778,9775
C00008030,6412
C00001701,3363
C00002752,27794
C00005372,67486
C00003505,2994
C00001135,28782
C00001131,28552
C00023620,78576
C00008060,66907
C00002675,66964
C00003461,78258
C00001916,17225
C00002568,28201
C00007269,15345
C00001523,73154
C00000705,3222
C00024322,16408
C00024338,16408
C00025252,16563
C00004565,28499
C00001805,2740
C00002978,2440
C00017631,29582
C00002511,3162
C00003364,16363
C00027948,15353
C00016063,15353
C00007568,15793
C00000886,15610
C00003062,10447
C00007494,16892
C00002351,6701
C00003617,28544
C00001797,2537
C00003132,28600
C00001498,16040
C00025302,31504
C00026388,75926
C00002558,17556
C00002559,17556
C00018487,63285
C00008975,74812
C00019582,62168
C00009385,74957
C00000104,27823
C00000277,5607
C00000606,6698
C00000942,27679
C00001517,4031
C00003045,4999
C00011027,4999
C00002110,63924
C00001203,16119
C00001181,29003
C00001172,15975
C00002598,4553
C00002384,75030
C00000318,28579
C00003191,9192
C00001212,61391
C00000568,3687
C00007636,15385
C00024660,78373
C00019283,5019
C00000852,78396
C00009392,34778
C00007304,17436
C00018797,29703
C00001003,9144
C00001004,9143
C00001002,9138
C00001436,2372
C00002784,2373
C00002958,636
C00002974,9371
C00002834,6141
C00002642,3359
C00001351,15356
C00007323,15356
C00001677,2519
C00007255,75837
C00002863,9112
C00011045,3381
C00000839,3381
C00003085,26
C00000172,2366
C00002371,2369
C00001557,2415
C00006994,18131
C00002946,65480
C00002822,4778
C00003845,4932
C00002637,2760
C00002541,16832
C00002510,17574
C00002545,27917
C00002781,27917
C00002797,2991
C00002445,8908
C00029816,32325
C00000003,28833
C00000565,63618
C00001371,28171
C00003411,3443
C00000771,72700
C00001050,75902
C00001621,3187
C00001468,5402
C00000983,28819
C00000693,73468
C00001143,73992
C00001262,7612
C00019576,16576
C00003043,15384
C00000823,15384
C00018737,72725
C00001773,16776
C00001094,8881
C00002218,4055
C00007099,66331
C00001016,2769
C00002930,6647
C00002331,3932
C00003785,8907
C00001891,73237
C00003079,4685
C00001064,6147
C00002347,6461
C00003098,18002
C00000811,15410
C00002681,9909
C00001012,9915
C00003008,7719
C00007486,28263
C00000356,28857
C00007378,17549
C00001683,2612
C00019656,17769
C00000674,15864
C00018684,16348
C00001783,28445
C00003091,7518
C00003092,7519
C00001336,2596
C00003618,4551
C00001554,9440
C00013328,507499
C00006777,6972
C00001740,5832
C00003311,6358
C00026041,9260
C00016835,31738
C00001372,6248
C00001709,3887
C00001742,5853
C00001411,28948
C00003407,3291
C00002701,6574
C00001534,17439
C00002431,6133
C00000006,29602
C00000007,32903
C00001861,5373
C00003478,8809
C00002057,17688
C00024529,18362
C00002264,9190
C00003120,10224
C00000775,18385
C00003093,7747
C00000005,29598
C00002498,9055
C00001820,3092
C00003201,10022
C00002522,4357
C00001234,28716
C00029354,28716
C00001849,4781
C00000218,18292
C00000144,15794
C00003245,244418
C00001474,5408
C00002435,969
C00003485,9271
C00001520,8047
C00002056,7051
C00002801,3556
C00003068,2515
C00018785,7989
C00003711,5371
C00018818,29702
C00003192,9381
C00002327,27882
C00001272,2501
C00001048,27673
C00020051,80749
C00029423,34118
C00003633,472805
C00001024,2981
C00003574,27729
C00019636,17625
C00000619,4917
C00003637,28332
C00002474,5170
C00002835,6377
C00006927,519567
C00000311,520527
C00000316,525464
C00000722,435764
C00018711,171741
C00003359,223316
C00000800,127780
C00006925,310312
C00002471,490095
C00003200,230243
C00002907,581177
C00001347,609827
C00029504,545959
C00002599,543841
C00014808,55335
C00008297,59015
C00000987,59016
C00006709,55455
C00007520,59411
C00018229,59560
C00007467,59945
C00013329,59979
C00019621,16160
C00006278,31143
C00018850,60584
C00007485,17042
C00000448,60959
C00019660,15318
C00034314,15908
C00017127,27701
C00000613,28386
C00034882,32892
C00030879,32926
C00032307,32936
C00030471,32941
C00001161,17113
C00035628,32425
C00007426,32365
C00007412,33946
C00036581,28122
C00035885,30765
C00033834,37654
C00035592,46050
C00018633,50130
C00040190,48045
C00003458,82800
C00023144,83048
C00019065,67939
C00037418,67821
C00018632,79034
C00023624,78582
C00043196,62205
C00023141,79065
C00049734,82799
C00050489,7912
C00042744,82822
C00025995,70651
C00029068,80033
C00011040,83263
C00005140,80790
C00041015,80840
C00018722,81419
C00018184,82809
C00030478,32940
C00042269,31249
C00007257,15468
C00048928,18427
C00001166,18266
C00034614,32943
C00034470,68641
C00018791,83267
C00015733,82660
C00028779,83318
C00030223,31572
C00032358,66230
C00047114,66278
C00030922,66723
C00019491,67914
C00037560,84867
C00014185,85127
C00042023,86529
C00014340,85145
C00031999,73097
C00030828,84268
C00007310,86071
C00015074,84360
C00018877,83849
C00031682,84408
C00041947,66275
C00017061,84057
C00006435,70331
C00006432,70330
C00013668,85149
C00005949,85151
C00036712,63701
C00031329,66446
C00031328,66445
C00031330,66447
C00005157,80528
C00006092,80529
C00044191,80754
C00017102,84035
C00009777,80832
C00004220,80895
C00004567,80897
C00034908,80944
C00008219,81054
C00019183,81093
C00007149,81094
C00008343,81163
C00003938,81339
C00006268,81360
C00003838,81336
C00035575,80489
C00018799,85005
C00010081,85135
C00022094,83953
C00035987,86062
C00034542,5834
C00009457,31064
C00018155,83924
C00001345,85533
C00011630,62760
C00018665,85412
C00018664,85416
C00007337,86068
C00035100,2181
C00029422,32154
C00035700,43003
C00007406,87614
C00023095,87121
C00036320,87123
C00046713,4344
C00047211,27641
C00044747,31550
C00027774,88049
C00030220,88452
C00000357,88528
C00010335,88534
C00020067,88732
C00038654,88353
C00038312,87124
C00035613,87426
C00034880,34787
C00031437,17336
C00033652,82392
C00034765,80946
C00010935,81151
C00000703,81555
C00010974,89263
C00029455,89284
C00032163,89400
C00035501,89484
C00040794,89493
C00034746,88903
C00007414,89058
C00021986,89061
C00036262,89254
C00035115,88817
C00020376,88873
C00021884,88874
C00034763,89197
C00029515,1879
C00036847,90893
C00030759,69188
C00035247,91026
C00044529,90205
C00045068,90127
C00035495,80945
C00030881,89870
C00010905,89920
C00035785,89945
C00050007,91024
C00034756,89743
C00017847,90888
C00007201,90896
C00003312,90275
C00007347,15414
C00001437,17019
C00000233,37420
C00016952,51460
C00018852,90941
C00049756,132351
C00033918,132870
C00048188,15891
C00012788,132903
C00020578,90267
C00034017,90272
C00017846,131528
C00040946,86612
C00038659,86635
C00037548,132346
C00035772,132348
C00049755,132349
C00034519,133759
C00034441,133760
C00019122,133348
C00002559,108
C00006793,131449
C00026624,79394
C00034881,90344
C00023035,91165
C00006904,131453
C00033484,91266
C00022251,91267
C00010825,80788
C00025534,88274
C00018715,88275
C00021850,61677
C00037925,91126
C00034018,90280
C00033520,90283
C00005438,131499
C00021852,131503
C00016987,81377
C00040123,133779
C00010796,132850
C00008440,132856
C00008430,132857
C00008443,132859
C00008442,132860
C00025153,132696
C00025155,132697
C00048303,80447
C00030109,132314
C00025272,132715
C00034731,132336
C00044552,133762
C00031097,51209
C00042247,133846
C00037290,132341
C00037953,132371
C00037952,132372
C00038014,132375
C00041946,132382
C00039396,132389
C00043510,132393
C00013134,132152
C00005436,131498
C00007452,131603
C00042001,131956
C00049947,132399
C00029680,132401
C00039281,132245
C00004061,132869
C00025782,132894
C00025994,132895
C00013192,132334
C00037955,132338
C00035774,132352
C00035883,132353
C00035884,132354
C00051540,132373
C00036478,132374
C00046976,132383
C00046977,132384
C00046978,132385
C00013118,132386
C00046512,132387
C00044551,133761
C00041262,132381
C00039395,132388
C00039397,132390
C00036873,132380
C00000015,133339
C00000117,21484
C00032864,27628
C00033837,31575
C00000110,28311
C00007327,47791
C00036569,47248
C00006210,131779
C00010078,133395
C00006142,131792
C00030108,69042
C00029255,132640
C00028038,132641
C00028277,132642
C00037693,132663
C00005538,132898
C00048331,132899
C00020065,132905
C00020154,132906
C00007677,134685
C00014029,131754
C00009690,133347
C00005234,133218
C00000221,133220
C00005182,133224
C00007873,133478
C00000299,133480
C00037864,69041
C00025655,81200
C00027743,132636
C00028276,132637
C00031692,132638
C00007212,132648
C00032698,132649
C00041404,132650
C00041535,132647
C00043227,134104
C00021364,132864
C00047031,134016
C00038071,132832
C00035183,132626
C00028417,132628
C00028671,132629
C00028990,132631
C00026034,132720
C00032004,132820
C00010913,134313
C00022866,132452
C00048262,132847
C00017752,133621
C00005431,133244
C00005432,133245
C00006336,131831
C00045083,131837
C00006125,131838
C00026048,132718
C00025775,132719
C00032759,132791
C00007192,132821
C00023769,132823
C00000149,132824
C00027291,132825
C00033470,132826
C00033538,132902
C00037588,132615
C00007398,80545
C00031982,134301
C00043300,133847
C00007676,134684
C00027683,132633
C00031033,132658
C00025200,132666
C00025199,132667
C00033281,132789
C00007352,132553
C00013191,132512
C00004461,131775
C00004444,131776
C00004462,131777
C00018998,133413
C00010954,132788
C00011060,132792
C00033623,132793
C00029818,132831
C00031346,132712
C00034431,133325
C00033541,34238
C00000838,50250
C00000857,50029
C00000184,50031
C00019683,47947
C00026228,136404
C00026209,136452
C00003379,10552
C00034268,140259
C00014475,136826
C00007100,136828
C00023805,70315
C00018634,70291
C00050446,88764
C00008864,136552
C00008869,136553
C00000643,133905
C00006636,134007
C00047030,134015
C00023080,139514
C00003894,136666
C00028700,134213
C00031398,138961
C00021300,137522
C00033270,138236
C00019525,138945
C00033631,138303
C00000879,138219
C00031759,134480
C00019655,138560
C00015132,140297
C00000507,138247
C00012803,138040
C00041376,138047
C00023218,138919
C00023097,139515
C00009348,136609
C00026182,136430
C00022775,138302
C00035519,136852
C00008012,139483
C00035830,5356
C00043487,138224
C00029763,134355
C00019878,134358
C00020066,138042
C00012714,138051
C00025347,134199
C00026194,136490
C00026229,136405
C00023140,138599
C00042579,138631
C00010806,133889
C00021718,134189
C00041163,134192
C00012561,134193
C00051791,16829
C00051968,17037
C00007336,20582
C00051782,17294
C00034233,28513
C00029424,41128
C00024463,70507
C00049103,141878
C00025859,141897
C00024615,141964
C00025223,141966
C00040643,141967
C00005166,136785
C00016286,142874
C00035881,82334
C00000391,82464
C00030900,81485
C00035492,63327
C00036460,63558
C00036489,63559
C00035766,141209
C00021356,142257
C00021971,143197
C00006380,142905
C00027100,140440
C00014232,142529
C00023717,142636
C00051574,142657
C00012005,141221
C00027101,141613
C00015893,140850
C00008407,141996
C00000118,142268
C00026055,142075
C00019031,142266
C00045816,142990
C00023868,142261
C00051845,141633
C00051965,141642
C00010050,142265
C00026496,140443
C00010642,143821
C00035244,143911
C00024334,142029
C00000138,136947
C00050708,143848
C00050253,143869
C00036628,136941
C00011879,141117
C00011831,141126
C00012380,142465
C00000119,141335
C00016931,141338
C00023666,141340
C00011880,141118
C00033243,125678
C00033235,141540
C00005411,136778
C00035138,141210
C00016347,141380
C00007624,136950
C00007348,136956
C00029331,142592
C00051572,89199
C00030402,142487
C00016999,143779
C00035479,144070
C00031283,69240
C00004653,144861
C00025654,145336
C00005729,75813
C00023992,145112
C00023904,62460
C00028381,77772
C00030836,81264
C00039874,145686
C00000534,145070
C00010639,144482
C00034755,143912
C00051882,31130
C00030130,144078
C00043254,141361
C00051826,145683
C00004761,145786
C00032497,145543
C00010884,145806
C00030754,145828
C00007991,145829
C00035246,144075
C00006047,144419
C00023175,145012
C00039666,145146
C00039664,145168
C00041362,145105
C00039667,145144
C00040357,144086
C00026966,144087
C00026969,144088
C00006047,144431
C00036203,145022
C00025704,146256
C00010311,144575
C00016436,144410
C00000740,145084
C00034697,145029
C00034696,145030
C00017974,146279
C00024459,145195
C00023322,145550
C00052019,145684
C00039873,145685
C00034695,145024
C00024457,6510
C00012184,144560
C00012155,145104
C00050442,46511
C00018842,75276
C00008193,80845
C00050485,89831
C00051186,90194
C00029246,29707
C00029812,141411
C00041581,147399
C00044717,144400
C00008516,156111
C00034456,80940
C00000549,150867
C00010785,149585
C00046255,156291
C00018754,156219
C00020145,156227
C00036784,149660
C00000569,150013
C00020150,156223
C00033734,156224
C00037113,156226
C00021217,156228
C00035016,156233
C00034233,156246
C00008882,156284
C00023873,156195
C00017973,156148
C00020283,155904
C00000573,155891
C00043991,155892
C00056020,28063
C00053555,67304
C00044726,67357
C00018677,51763
C00053491,65037
C00038282,68194
C00018653,156452
C00034312,139388
C00010876,113532
C00043743,125610
C00012651,138861
C00018700,156351
C00048080,156498
C00040188,156357
C00018376,156550
C00012644,157603
C00006957,157718
C00018669,157683
C00016344,157684
C00018689,156546
C00016595,167320
C00018843,157681
C00018551,167004
C00023609,156448
C00007322,166888
C00053749,34967
C00051874,167211
C00051875,167213
C00037932,36007
C00034487,34727
C00000552,167604
C00035853,165745
C00053033,167557
C00051876,18049
C00008817,31018
C00053120,28262
C00051761,34970
C00029427,68701
C00056548,167712
C00011728,80830
C00051703,166564
C00023613,156447
C00026238,166873
C00051985,2089
C00029476,454991
C00048276,88912
C00050146,172936
C00026479,171659
C00054011,138028
C00031956,167003
C00031957,167002
C00011971,172935
C00047099,173105
C00021582,172926
C00021580,172925
C00051957,691622
C00007386,16905
C00053736,18315
C00007245,17009
C00052106,16797
C00053424,15651
C00052222,15727
C00035044,33270
C00035101,33277
C00011322,23527
C00037416,42600
C00050467,27786
C00026975,66104
C00028361,78330
C00056080,68241
C00048823,68236
C00011307,68798
C00032012,86904
C00035060,33275
C00048560,89816
C00052160,17405
C00053179,144571
C00029339,141283
C00027156,177872
C00031831,177873
C00010576,178050
C00003166,7524
C00037580,168822
C00029970,176809
C00014974,176432
C00053324,177384
C00054813,174128
C00050911,176782
C00031626,172934
C00034757,173119
C00053425,15647
C00047986,177359
C00053119,27372
C00052036,27978
C00016002,46024
C00043907,67731
C00044855,69134
C00008978,140078
C00039452,81484
C00046373,67606
C00055525,9506
C00016647,167111
C00034514,180832
C00000341,183055
C00058090,173382
C00023251,180470
C00023252,177907
C00026982,183083
C00038658,86592
C00031034,107644
C00016531,184373
C00016936,582124
C00010325,144708
C00008291,139458
C00052632,88838
C00042792,28313
C00052140,89511
C00040181,189704
C00028345,190009
